owner	method	mangled	evidence	source	note
IVP_Cluster	~IVP_Cluster		host-test	tests/IvpObjectHierarchyTest.cpp	Two child objects are deleted through their virtual slots before the cluster unlinks from its parent.
IVP_Real_Object_Fast	IVP_Real_Object_Fast	??0IVP_Real_Object_Fast@@QAE@PAVIVP_Cluster@@PBVIVP_Template_Object@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The source-inline constructor composes the retained Object and complete Hull Manager construction paths without adding another version's fields.
IVP_Real_Object_Fast	IVP_Real_Object_Fast	??0IVP_Real_Object_Fast@@QAE@PAVIVP_Cluster@@PBVIVP_Template_Object@@@Z	host-test	tests/IvpObjectHierarchyTest.cpp	Construction and destruction preserve parent linkage and prove the embedded min-list is not initialized or freed twice.
IVP_Object	~IVP_Object		retail-body-variant	build-dev/ida-object-construction-inspect.log	The public destructor's Clang inventory name differs from MSVC's retained complete destructor name; RVA 0x9BA0 is the matching one-slot base implementation.
IVP_Object	~IVP_Object		host-test	tests/IvpObjectHierarchyTest.cpp	Fast objects, leaves and clusters all unlink from their parent through the exact retained base destructor boundary.
IVP_Cluster	~IVP_Cluster		retail-body-variant	build-dev/ida-object-construction-inspect.log	RVA 0x9CB0 has the public destructor semantics despite the inventory's compiler-specific destructor mangling.
IVP_Hull_Manager_Base	IVP_Hull_Manager_Base		host-test	tests/IvpObjectHierarchyTest.cpp	The Fast-object construction chain enters the complete Hull Manager constructor exactly once.
IVP_Hull_Manager_Base	~IVP_Hull_Manager_Base		retail-body-variant	build-dev/ida-minlist-lifetime-inspect.log	RVA 0x1A7A0 is the complete public destructor and calls the recovered Min List destructor at RVA 0x30170.
IVP_Hull_Manager_Base	~IVP_Hull_Manager_Base		host-test	tests/IvpObjectHierarchyTest.cpp	Fast-object teardown enters the complete Hull Manager destructor once and performs no compiler-generated second Min List destruction.
IVP_Attacher_To_Cores	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained buoyancy constructor and six-slot derived vtable prove the template base prefix is 0x1C.
IVP_Attacher_To_Cores_Buoyancy	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor writes the full 0x70 object and installs the verified six-slot vtable.
IVP_Anomaly_Limits	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor writes every field through 0x10 and installs the verified two-slot vtable.
IVP_Anomaly_Manager	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor proves the 0x08 layout and installs the verified seven-slot vtable.
IVP_Application_Environment	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor clears exactly twelve dwords, proving the 0x30 pointer aggregate.
IVP_Material	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained derived constructor and verified base vtable corroborate the 0x0C material prefix.
IVP_Material_Simple	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor writes the complete 0x30 material object and installs the verified six-slot table.
IVP_Material_Manager	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor writes the only data field and installs the verified six-slot table.
IVP_U_Active_Value_Manager	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor initializes the published 0x28 state and installs the verified fifteen-slot table.
IVP_U_Float_Hesse	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained plane calculation and normalization bodies access four float lanes in the 0x10 object.
IVP_U_String_Hash	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Retained construction, lookup and insertion bodies corroborate all three fields in the 0x0C object.
IVP_Template_Anchor	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained world-position setter writes the object pointer and aligned 0x20-byte point at offset 0x08.
IVP_Liquid_Surface_Descriptor_Simple	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	RVA 0x10820 installs the vtable and copies a four-float Hesse plane at +0x04 plus a three-float current vector at +0x14, confirming the 0x24 derived object.
IVP_Template_Anchor	set_anchor_position_ws	?set_anchor_position_ws@IVP_Template_Anchor@@QAEXPAVIVP_Real_Object@@PBVIVP_U_Point@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL setter preserves the object identity and copies all four aligned double lanes of a nontrivial world-space actuator attachment point.
IVP_Template_Constraint	IVP_Template_Constraint	??0IVP_Template_Constraint@@QAE@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor establishes the Ballance defaults for a bounded translation/twist joint, including fixed translation axes, free rotation axes, factors, pointers and limit storage.
IVP_Template_Constraint	limit_translation_axis	?limit_translation_axis@IVP_Template_Constraint@@QAEXW4IVP_COORDINATE_INDEX@@MM@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL writer changes the selected translation axis to LIMITED and stores both travel borders without disturbing the fixed orthogonal axes.
IVP_Template_Constraint	limit_rotation_axis	?limit_rotation_axis@IVP_Template_Constraint@@QAEXW4IVP_COORDINATE_INDEX@@MM@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL writer maps a rotation coordinate to axis slot +3 and stores a non-symmetric twist interval while the other rotations remain explicitly fixed.
IVP_Template_Real_Object	IVP_Template_Real_Object	??0IVP_Template_Real_Object@@QAE@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor establishes the complete Ballance object-creation defaults for mass, inertia, damping, collision state, material and ownership pointers.
IVP_Template_Object	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Constructor RVA 0x15E90 clears the sole name pointer; set/destruct RVAs 0x15EC0/0x15EA0 read, replace and clear the same +0x00 field, confirming the 0x04 object.
IVP_Template_Object	IVP_Template_Object	??0IVP_Template_Object@@QAE@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor starts a physical object template with no owned name allocation.
IVP_Template_Object	set_name	?set_name@IVP_Template_Object@@QAEXPBD@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL setter duplicates caller storage, preserves the first name after caller mutation, then replaces it with a second gameplay object name.
IVP_Template_Object	get_name	?get_name@IVP_Template_Object@@QBEPBDXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The inline getter observes null, copied and replaced retail-owned name states.
IVP_Template_Object	~IVP_Template_Object	??_DIVP_Template_Object@@QAEXXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	Scope exit routes the final duplicated gameplay name through the retained retail destructor thunk and allocator boundary.
IVP_Template_Phantom	IVP_Template_Phantom	??0IVP_Template_Phantom@@QAE@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor receives 0xA5 poison storage, writes all five dwords, establishes disabled membership tracking and symmetric 0.5-radius/0.5-time exit hysteresis before trigger-volume customization.
IVP_Template_Real_Object	set_nocoll_group_ident	?set_nocoll_group_ident@IVP_Template_Real_Object@@QAEXPBD@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL setter stores a seven-character gameplay collision-group identity and clears the visible identity when passed null.
IVP_Template_Real_Object	get_nocoll_group_ident	?get_nocoll_group_ident@IVP_Template_Real_Object@@QBEPBDXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The inline getter observes the retained eight-byte no-collision group storage before, during and after configuration.
IVP_Material_Simple	IVP_Material_Simple	??0IVP_Material_Simple@@QAE@NN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor creates a non-default Ballance material with independent friction and elasticity.
IVP_Material_Simple	get_friction_factor	?get_friction_factor@IVP_Material_Simple@@UAENXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL virtual getter returns the configured primary friction coefficient.
IVP_Material_Simple	get_second_friction_factor	?get_second_friction_factor@IVP_Material_Simple@@UAENXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL virtual getter returns the constructor's disabled secondary-friction value.
IVP_Material_Simple	get_elasticity	?get_elasticity@IVP_Material_Simple@@UAENXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL virtual getter returns the configured restitution coefficient.
IVP_Material_Simple	get_name	?get_name@IVP_Material_Simple@@UAEPBDXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL virtual getter returns the retail static material name.
IVP_Liquid_Surface_Descriptor_Simple	IVP_Liquid_Surface_Descriptor_Simple	??0IVP_Liquid_Surface_Descriptor_Simple@@QAE@PBVIVP_U_Float_Hesse@@PBVIVP_U_Float_Point@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor captures a nontrivial liquid surface plane and current vector.
IVP_Liquid_Surface_Descriptor_Simple	calc_liquid_surface	?calc_liquid_surface@IVP_Liquid_Surface_Descriptor_Simple@@UAEXPAVIVP_Environment@@PAVIVP_Core@@PAVIVP_U_Float_Hesse@@PAVIVP_U_Float_Point@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL virtual method reproduces all plane lanes and all three current components independently of environment/Core inputs.
IVP_Template_Phantom	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor initializes the published fields through offset 0x10 and proves the 0x14 boundary.
IVP_Template_Real_Object	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	The retained constructor fixes the 0x70 size; RVA 0x9787 independently proves +0x10 is enable_piling_optimization and that Ballance omits the nearby following pinned field.
IVP_Constraint	~IVP_Constraint		retail-indirect-callsite	tools/ivp/physics-rt-indirect-api-coverage.tsv	Two adapter callsites delete constraints through the inherited slot.
IVP_Material	~IVP_Material		retail-indirect-callsite	tools/ivp/physics-rt-indirect-api-coverage.tsv	The adapter invokes the scalar deleting destructor through slot 5.
IVP_SurfaceManager	~IVP_SurfaceManager		retail-indirect-callsite	tools/ivp/physics-rt-indirect-api-coverage.tsv	The adapter invokes the deleting destructor through slot 9.
IVP_Great_Matrix_Many_Zero	invert		host-test	tests/IvpContactMatrixTest.cpp	Coupled and singular effective-mass matrices exercise inversion success and rejection.
IVP_Real_Object	unlink_contact_points_for_object		host-test	tests/IvpContactTopologyTest.cpp	Selective unlink preserves unrelated contacts and destroys empty friction systems.
IVP_Real_Object	do_radar_checking		host-test	tests/IvpRadarNeighborhoodTest.cpp	Exact and hull candidates exercise distance filtering and callback direction.
IVP_Real_Object	disable_simulation		host-test	tests/IvpImmediateFreezeTest.cpp	Dynamic and static core paths exercise immediate freezing state transitions.
IVP_Real_Object	recompile_values_changed		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object.cxx	The source-exact one-line entry dispatches the selectively reconstructed Core mass and contact refresh traversal.
IVP_Real_Object	recompile_values_changed		host-test	tests/IvpCoreRecompileTest.cpp	The movable-core scenario verifies redundant-value recalculation, movement-state propagation, simulation revival, friction-system fusion and refresh of every attached contact.
IVP_Real_Object	recompile_material_changed		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object.cxx	The source-exact one-line entry dispatches the selectively reconstructed Core material and contact refresh traversal.
IVP_Real_Object	recompile_material_changed		host-test	tests/IvpCoreRecompileTest.cpp	The material-change entry drives the complete movable-core contact refresh scenario through retail contact, material, virtual-mass and transaction bodies.
IVP_Real_Object	delete_and_check_vicinity		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object.cxx	The short control flow is reconstructed around retained retail vicinity discovery, friction growth, Core wakeup, contact refresh and virtual deletion entries.
IVP_Real_Object	delete_and_check_vicinity		host-test	tests/IvpObjectDeletionTest.cpp	Movable and static deletion scenarios verify wakeup ordering, static-vicinity contact repair, balanced transaction memory and final virtual destruction.
IVP_Real_Object	beam_object_to_new_position		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object.cxx	The object-to-core pose conversion and stripped set_transformation flow are selectively reconstructed around retail-retained time, quaternion, mindist, broadphase, hull and rotation-axis helpers; the neighboring implementation is not treated as a retained retail body.
IVP_Real_Object	beam_object_to_new_position		host-test	tests/IvpBeamObjectTest.cpp	A sleeping compound-object teleport verifies object-to-core pose conversion, cache and exact/invalid mindist refresh, broadphase rebuild and hull reset; a repeated moving update verifies the optimized no-rebuild path.
IVP_Real_Object	change_unmovable_flag		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_object.cxx	The link-stripped top-level transaction is reconstructed only after the retail 0x24 Simulation Unit layout, retained constructor/destructor, list ownership, allocator boundary, controller transfer, friction-store destruction and Core freeze entry were verified.
IVP_Real_Object	change_unmovable_flag		host-test	tests/IvpMovabilityTransitionTest.cpp	A moving compound object is frozen and rehomed into a new standalone Simulation Unit with only gravity retained; the reverse static-to-movable case destroys the static friction hash without replacing the unit or controller list.
IVP_Environment	reset_time		host-test	tests/IvpEnvironmentTimeRebaseTest.cpp	Event, controller, core, hull and environment clocks are rebased together.
IVP_Environment	add_listener_object_private		host-test	tests/IvpObjectListenerLifecycleTest.cpp	Object listener insertion and callback-time self-removal are exercised.
IVP_Environment	remove_listener_object_private		host-test	tests/IvpObjectListenerLifecycleTest.cpp	Explicit and callback-time removal are exercised.
IVP_Environment	create_force		host-test	tests/IvpForceActuatorTest.cpp	Creates a force actuator used for two-body impulse and Active update cases.
IVP_Environment	create_torque		host-test	tests/IvpForceActuatorTest.cpp	Creates a torque actuator used for axis and speed-limit cases.
IVP_Environment	create_rotmot		host-test	tests/IvpForceActuatorTest.cpp	Creates a rotational motor used for power and torque-limit cases.
IVP_Environment	create_check_dist		host-test	tests/IvpForceActuatorTest.cpp	Creates a distance checker used for threshold and hull-list cases.
IVP_Environment	create_stabilizer		host-test	tests/IvpForceActuatorTest.cpp	Creates a stabilizer used for paired-anchor impulse cases.
IVP_Environment	create_suspension		host-test	tests/IvpForceActuatorTest.cpp	Creates a suspension used for compression, rebound and body-cap cases.
IVP_Actuator_Force	set_force		host-test	tests/IvpForceActuatorTest.cpp	Both direct and Active-driven force changes are exercised.
IVP_Actuator_Force	get_force		host-test	tests/IvpForceActuatorTest.cpp	Reads direct and Active-driven force values.
IVP_Actuator_Force	do_simulation_controller		host-test	tests/IvpForceActuatorTest.cpp	Two-body equal and opposite impulses are checked.
IVP_Actuator_Torque	set_torque		host-test	tests/IvpForceActuatorTest.cpp	Direct and Active torque changes are exercised.
IVP_Actuator_Torque	get_torque		host-test	tests/IvpForceActuatorTest.cpp	Reads direct and Active torque values.
IVP_Actuator_Torque	set_max_rotation_speed		host-test	tests/IvpForceActuatorTest.cpp	Rotation-speed limiting is exercised on both sides of the threshold.
IVP_Actuator_Rot_Mot	set_power		host-test	tests/IvpForceActuatorTest.cpp	Direct and Active power commands are exercised.
IVP_Actuator_Rot_Mot	get_power		host-test	tests/IvpForceActuatorTest.cpp	Reads direct and Active power values.
IVP_Actuator_Rot_Mot	do_simulation_controller		host-test	tests/IvpForceActuatorTest.cpp	Power-to-torque conversion and caps are exercised.
IVP_Controller_Stiff_Spring	add_listener_stiff_spring		host-test	tests/IvpForceActuatorTest.cpp	Duplicate listener suppression and break notification are exercised.
IVP_Controller_Stiff_Spring	get_spring_length_zero_force		host-test	tests/IvpForceActuatorTest.cpp	Direct and Active rest lengths are observed.
IVP_Controller_Stiff_Spring	get_constant		host-test	tests/IvpForceActuatorTest.cpp	Direct and Active stiffness values are observed.
IVP_Controller_Stiff_Spring	get_damp_factor		host-test	tests/IvpForceActuatorTest.cpp	Direct and Active damping values are observed.
IVP_Actuator_Check_Dist	set_range		host-test	tests/IvpForceActuatorTest.cpp	Both threshold crossings and hull-list reinsertion are exercised.
IVP_Actuator_Check_Dist	add_listener_check_dist_event		host-test	tests/IvpForceActuatorTest.cpp	Duplicate listener suppression and state notifications are exercised.
IVP_Actuator_Stabilizer	set_stabi_constant		host-test	tests/IvpForceActuatorTest.cpp	Direct and Active stabilizer constants are exercised.
IVP_Actuator_Suspension	do_simulation_controller		host-test	tests/IvpForceActuatorTest.cpp	Compression/rebound selection, reduced mass and asymmetric cap are exercised.
IVP_Actuator_Suspension	set_spring_damp_compression		host-test	tests/IvpForceActuatorTest.cpp	Compression damping is changed and observed through impulses.
IVP_Actuator_Suspension	set_max_body_force		host-test	tests/IvpForceActuatorTest.cpp	Body-only impulse limiting is changed and observed.
IVP_Attacher_To_Cores	IVP_Attacher_To_Cores		host-test	tests/IvpCoreAttachmentLifecycleTest.cpp	Existing cores and later additions receive exactly one attachment.
IVP_Attacher_To_Cores	attachment_is_going_to_be_deleted		host-test	tests/IvpCoreAttachmentLifecycleTest.cpp	Removal and active-set destruction clear attachment mappings.
IVP_Controller_Motion	IVP_Controller_Motion		host-test	tests/IvpForceActuatorTest.cpp	Constructs a Ballance-sized controller from a live-shaped Real Object/Core pair and verifies one invocation of the retained manager route with the same identities.
IVP_Controller_Motion	~IVP_Controller_Motion		host-test	tests/IvpForceActuatorTest.cpp	Scope teardown invokes the retained manager-removal route once for the originally registered controller and Core before verified base destruction.
IVP_Controller_Motion	get_max_torque		host-test	tests/IvpForceActuatorTest.cpp	The template scalar expands to three equal runtime axes and a later anisotropic runtime limit remains intact.
IVP_Controller_Motion	get_max_translation_force		host-test	tests/IvpForceActuatorTest.cpp	Reads the three independently configured translation-force limits before and after mutation.
IVP_Controller_Motion	get_force_factor		host-test	tests/IvpForceActuatorTest.cpp	Reads the copied and subsequently changed positional gain.
IVP_Controller_Motion	get_damp_factor		host-test	tests/IvpForceActuatorTest.cpp	Reads the copied and subsequently changed linear damping factor.
IVP_Controller_Motion	get_torque_factor		host-test	tests/IvpForceActuatorTest.cpp	Reads the copied and subsequently changed orientation gain.
IVP_Controller_Motion	get_angular_damp_factor		host-test	tests/IvpForceActuatorTest.cpp	Reads the copied and subsequently changed angular damping factor.
IVP_Controller_Motion	get_target_position_ws		host-test	tests/IvpForceActuatorTest.cpp	Observes the zero initial target and the world target accepted through the object-position helper.
IVP_Controller_Motion	get_target_orientation		host-test	tests/IvpForceActuatorTest.cpp	Observes the identity initial target and a nontrivial quaternion target.
IVP_Controller_Motion	set_max_torque		host-test	tests/IvpForceActuatorTest.cpp	Changes the runtime per-axis torque cap without altering the scalar template ABI.
IVP_Controller_Motion	set_max_translation_force		host-test	tests/IvpForceActuatorTest.cpp	Changes all three runtime translation-force caps.
IVP_Controller_Motion	set_force_factor		host-test	tests/IvpForceActuatorTest.cpp	Changes the positional gain independently.
IVP_Controller_Motion	set_damp_factor		host-test	tests/IvpForceActuatorTest.cpp	Changes the linear damping independently.
IVP_Controller_Motion	set_torque_factor		host-test	tests/IvpForceActuatorTest.cpp	Changes the orientation gain independently.
IVP_Controller_Motion	set_angular_damp_factor		host-test	tests/IvpForceActuatorTest.cpp	Changes the angular damping independently.
IVP_Controller_Motion	set_target_position_ws		host-test	tests/IvpForceActuatorTest.cpp	An unchanged target remains wakeup-free after the first accepted target wakes the Core.
IVP_Controller_Motion	set_target_object_position_ws		host-test	tests/IvpForceActuatorTest.cpp	A Ballance zero-shift object preserves its supplied world center and wakes the controlled Core exactly once.
IVP_Controller_Motion	set_target_q_world_f_core		host-test	tests/IvpForceActuatorTest.cpp	A changed orientation wakes the Core once while repeating the identical quaternion does not.
IVP_Controller_Golem	IVP_Controller_Golem		host-test	tests/IvpForceActuatorTest.cpp	Constructs the one-core policy controller and registers it with the controlled core.
IVP_Controller_Golem	resolve_for_problem		host-test	tests/IvpForceActuatorTest.cpp	Distance and orientation violations are delivered to the Mod-provided recovery policy.
IVP_Controller_Golem	set_prime_orientation		host-test	tests/IvpForceActuatorTest.cpp	A nontrivial target orientation drives the large-angle policy path.
IVP_Controller_Golem	set_prime_position		host-test	tests/IvpForceActuatorTest.cpp	Moving-target extrapolation and simulation wakeup are exercised.
IVP_Controller_Golem	~IVP_Controller_Golem		host-test	tests/IvpForceActuatorTest.cpp	Destruction unregisters the independent controller before the verified base teardown.
IVP_Real_Object	get_m_world_f_object_AT		ballance-player	tests/player/BallStateRoundTripScenario.cpp	A moving Ball_Wood transform is captured and checked after restoration.
IVP_Real_Object	ensure_in_simulation		ballance-player	tests/player/BallSpeedGovernorScenario.cpp	The governed and restored real ball remains under live Ball Navigation control.
IVP_Ray_Solver	IVP_Ray_Solver		ballance-player	tests/player/BallSurfaceRaycastScenario.cpp	Constructed as the base of live Player ray queries.
IVP_Ray_Solver	check_ray_against_all_objects_in_sim		ballance-player	tests/player/BallSurfaceRaycastScenario.cpp	A live level query hits the expected static polygon.
IVP_Ray_Solver	check_ray_against_compact_ledge_os		ballance-player	tests/player/BallSurfaceRaycastScenario.cpp	The recovered exact object-space ledge body is compared with the live level result through the ABI-correct public wrapper.
IVP_Ray_Solver_Min	IVP_Ray_Solver_Min		ballance-player	tests/player/BallSurfaceRaycastScenario.cpp	Constructed for moving-ball and static-level minimum-hit queries.
IVP_Ray_Solver_Min	get_ray_hit		ballance-player	tests/player/BallSurfaceRaycastScenario.cpp	Hit object, ledge, triangle, normal and distance are checked.
IVP_Ray_Solver_Os	check_ray_against_compact_ledge_os		ballance-player	tests/player/BallSurfaceRaycastScenario.cpp	The recovered exact object-space ledge body reproduces the live static hit distance while the public wrapper restores a stable IVP_BOOL result.
IVP_Template_Constraint	set_ballsocket_ws		ballance-player	tests/player/BallConstraintScenario.cpp	Builds a live world-space ballsocket definition for Ball_Wood.
IVP_Environment	create_constraint		ballance-player	tests/player/BallConstraintScenario.cpp	Creates a live Local constraint in the original environment.
IVP_Constraint_Local	free_translation_axis		ballance-player	tests/player/BallConstraintScenario.cpp	Releasing all three axes makes the constrained ball move again.
IVP_Constraint_Local	get_objectR		ballance-player	tests/player/BallConstraintScenario.cpp	The reference endpoint is checked against the live object mapping.
IVP_Constraint_Local	get_objectA		ballance-player	tests/player/BallConstraintScenario.cpp	The attached endpoint is checked against Ball_Wood.
IVP_Constraint	get_associated_controlled_cores		ballance-player	tests/player/BallConstraintScenario.cpp	The returned collection contains the live ball core.
IVP_Constraint	~IVP_Constraint		ballance-player	tests/player/BallConstraintScenario.cpp	Deleting the live constraint completes without leaving it active.
IVP_Great_Matrix_Many_Zero	invert		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Crout inversion is reconstructed from the neighboring implementation under Ballance row-width checks.
IVP_Great_Matrix_Many_Zero	test_result		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_great_matrix.cxx	Diagnostic residual output follows the neighboring implementation over the confirmed Ballance row layout.
IVP_Great_Matrix_Many_Zero	matrix_out_before_gauss		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_great_matrix.cxx	Diagnostic equation output follows the neighboring implementation over the confirmed Ballance row layout.
IVP_Great_Matrix_Many_Zero	matrix_test_unequation		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_great_matrix.cxx	Diagnostic inequality output follows the neighboring implementation over the confirmed Ballance row layout.
IVP_Great_Matrix_Many_Zero	print_great_matrix		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_great_matrix.cxx	Matrix printer follows the neighboring implementation over the confirmed Ballance row layout.
IVP_Real_Object	unlink_contact_points_for_object		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The neighboring topology algorithm is constrained by Ballance contact layouts.
IVP_Real_Object	do_radar_checking		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The neighboring radar walk is constrained by Ballance mindist and hull layouts.
IVP_Real_Object	disable_simulation		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The neighboring freeze path is adapted to the Ballance core state layout.
IVP_Environment	reset_time		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The neighboring rebase algorithm is constrained by retained Ballance manager accesses.
IVP_Environment	add_listener_object_private		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped listener helper is reconstructed from the neighboring implementation.
IVP_Environment	remove_listener_object_private		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped listener helper is reconstructed from the neighboring implementation.
IVP_Environment	create_force		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped factory follows the neighboring ownership contract.
IVP_Environment	create_torque		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped factory follows the neighboring ownership contract.
IVP_Environment	create_rotmot		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped factory follows the neighboring ownership contract.
IVP_Environment	create_check_dist		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped factory follows the neighboring ownership contract.
IVP_Environment	create_stabilizer		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped factory follows the neighboring ownership contract.
IVP_Environment	create_suspension		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	The link-stripped factory follows the neighboring ownership contract.
IVP_Actuator_Force	set_force		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short setter reconstructed from the neighboring public implementation.
IVP_Actuator_Force	get_force		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short query reconstructed from the neighboring public implementation.
IVP_Actuator_Force	do_simulation_controller		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Impulse algorithm reconstructed under Ballance anchor/core layout constraints.
IVP_Actuator_Torque	set_torque		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short setter reconstructed from the neighboring public implementation.
IVP_Actuator_Torque	get_torque		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short query reconstructed from the neighboring public implementation.
IVP_Actuator_Torque	set_max_rotation_speed		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Speed-limit setter reconstructed from the neighboring public implementation.
IVP_Actuator_Rot_Mot	set_power		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short setter reconstructed from the neighboring public implementation.
IVP_Actuator_Rot_Mot	get_power		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short query reconstructed from the neighboring public implementation.
IVP_Actuator_Rot_Mot	do_simulation_controller		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Power-to-torque algorithm reconstructed under Ballance core layout constraints.
IVP_Controller_Stiff_Spring	add_listener_stiff_spring		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Listener lifecycle reconstructed from the link-stripped neighboring implementation.
IVP_Controller_Stiff_Spring	get_spring_length_zero_force		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short query reconstructed from the neighboring public implementation.
IVP_Controller_Stiff_Spring	get_constant		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short query reconstructed from the neighboring public implementation.
IVP_Controller_Stiff_Spring	get_damp_factor		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short query reconstructed from the neighboring public implementation.
IVP_Actuator_Check_Dist	set_range		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Threshold and hull update logic is reconstructed from the neighboring implementation.
IVP_Actuator_Check_Dist	add_listener_check_dist_event		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Listener insertion is reconstructed from the neighboring implementation.
IVP_Actuator_Stabilizer	set_stabi_constant		nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp	Short setter reconstructed from the neighboring public implementation.
